data,hora,temperatura,umidade
26/01/2024,0200 UTC,"19,1",85.0
26/01/2024,0300 UTC,19,82.0
26/01/2024,0400 UTC,19,89.0
26/01/2024,0500 UTC,"18,5",89.0
26/01/2024,0600 UTC,"18,1",91.0
26/01/2024,0700 UTC,"17,8",93.0
26/01/2024,0800 UTC,"18,1",92.0
26/01/2024,0900 UTC,18,92.0
26/01/2024,1000 UTC,"18,8",88.0
26/01/2024,1100 UTC,"19,8",83.0
26/01/2024,1200 UTC,"21,8",75.0
26/01/2024,1300 UTC,"22,5",74.0
26/01/2024,1400 UTC,"23,6",73.0
26/01/2024,1500 UTC,"24,6",66.0
26/01/2024,1600 UTC,"26,2",58.0
26/01/2024,1700 UTC,"26,8",64.0
26/01/2024,1800 UTC,"26,1",65.0
26/01/2024,1900 UTC,"24,8",70.0
26/01/2024,2000 UTC,24,71.0
26/01/2024,2100 UTC,23,71.0
26/01/2024,2200 UTC,22,75.0
26/01/2024,2300 UTC,"21,3",78.0
27/01/2024,0000 UTC,"20,7",80.0
27/01/2024,0100 UTC,"20,4",82.0
27/01/2024,0200 UTC,"19,9",83.0
27/01/2024,0300 UTC,"19,8",85.0
27/01/2024,0400 UTC,"19,8",88.0
27/01/2024,0500 UTC,"19,5",88.0
27/01/2024,0600 UTC,"19,5",89.0
27/01/2024,0700 UTC,"19,4",92.0
27/01/2024,0800 UTC,"18,6",93.0
27/01/2024,0900 UTC,"18,1",93.0
27/01/2024,1000 UTC,19,91.0
27/01/2024,1100 UTC,"20,7",85.0
27/01/2024,1200 UTC,"23,4",76.0
27/01/2024,1300 UTC,"24,1",74.0
27/01/2024,1400 UTC,"25,9",66.0
27/01/2024,1500 UTC,"27,2",60.0
27/01/2024,1600 UTC,"28,3",55.0
27/01/2024,1700 UTC,"29,8",51.0
27/01/2024,1800 UTC,"30,5",46.0
27/01/2024,1900 UTC,30,62.0
27/01/2024,2000 UTC,"24,1",88.0
27/01/2024,2100 UTC,"21,5",77.0
27/01/2024,2200 UTC,"21,6",86.0
27/01/2024,2300 UTC,21,87.0
28/01/2024,0000 UTC,"21,1",86.0
28/01/2024,0100 UTC,21,85.0
28/01/2024,0200 UTC,"20,8",87.0
28/01/2024,0300 UTC,"20,3",91.0
28/01/2024,0400 UTC,"19,3",93.0
28/01/2024,0500 UTC,"18,9",94.0
28/01/2024,0600 UTC,19,93.0
28/01/2024,0700 UTC,"18,2",94.0
28/01/2024,0800 UTC,"18,2",94.0
28/01/2024,0900 UTC,"17,8",94.0
28/01/2024,1000 UTC,"19,3",91.0
28/01/2024,1100 UTC,"21,3",85.0
28/01/2024,1200 UTC,"23,2",80.0
28/01/2024,1300 UTC,"25,9",71.0
28/01/2024,1400 UTC,"27,5",64.0
28/01/2024,1500 UTC,"28,7",77.0
28/01/2024,1600 UTC,"21,8",90.0
28/01/2024,1700 UTC,"18,7",89.0
28/01/2024,1800 UTC,"18,9",91.0
28/01/2024,1900 UTC,22,71.0
28/01/2024,2000 UTC,"22,7",75.0
28/01/2024,2100 UTC,"22,5",70.0
28/01/2024,2200 UTC,"22,5",84.0
28/01/2024,2300 UTC,"20,8",86.0
29/01/2024,0000 UTC,"19,8",90.0
29/01/2024,0100 UTC,"19,3",90.0
29/01/2024,0200 UTC,"19,3",88.0
29/01/2024,0300 UTC,19,92.0
29/01/2024,0400 UTC,"18,1",94.0
29/01/2024,0500 UTC,"17,8",94.0
29/01/2024,0600 UTC,"17,3",95.0
29/01/2024,0700 UTC,"17,5",95.0
29/01/2024,0800 UTC,"17,9",95.0
29/01/2024,0900 UTC,"18,5",94.0
29/01/2024,1000 UTC,"19,2",91.0
29/01/2024,1100 UTC,"19,9",87.0
29/01/2024,1200 UTC,"22,8",76.0
29/01/2024,1300 UTC,"25,4",67.0
29/01/2024,1400 UTC,"27,8",58.0
29/01/2024,1500 UTC,"29,2",53.0
29/01/2024,1600 UTC,"31,1",45.0
29/01/2024,1700 UTC,"31,2",48.0
29/01/2024,1800 UTC,"30,8",61.0
29/01/2024,1900 UTC,"30,4",47.0
29/01/2024,2000 UTC,"28,7",70.0
29/01/2024,2100 UTC,"25,8",75.0
29/01/2024,2200 UTC,"24,9",76.0
29/01/2024,2300 UTC,"23,9",80.0
30/01/2024,0000 UTC,"20,9",90.0
30/01/2024,0100 UTC,"20,7",89.0
30/01/2024,0200 UTC,21,91.0
30/01/2024,0300 UTC,"20,5",93.0
30/01/2024,0400 UTC,"20,5",93.0
30/01/2024,0500 UTC,"20,4",94.0
30/01/2024,0600 UTC,"20,1",93.0
30/01/2024,0700 UTC,"20,2",93.0
30/01/2024,0800 UTC,20,94.0
30/01/2024,0900 UTC,"19,5",94.0
30/01/2024,1000 UTC,"22,2",89.0
30/01/2024,1100 UTC,"23,6",79.0
30/01/2024,1200 UTC,"25,2",70.0
30/01/2024,1300 UTC,27,65.0
30/01/2024,1400 UTC,"29,3",53.0
30/01/2024,1500 UTC,"30,9",40.0
30/01/2024,1600 UTC,"31,4",37.0
30/01/2024,1700 UTC,"31,3",42.0
30/01/2024,1800 UTC,"32,3",38.0
30/01/2024,1900 UTC,"32,6",34.0
30/01/2024,2000 UTC,"32,1",34.0
30/01/2024,2100 UTC,32,37.0
30/01/2024,2200 UTC,"31,4",63.0
30/01/2024,2300 UTC,"26,8",65.0
31/01/2024,0000 UTC,"25,7",66.0
31/01/2024,0100 UTC,"24,8",73.0
31/01/2024,0200 UTC,"23,8",77.0
31/01/2024,0300 UTC,"22,6",83.0
31/01/2024,0400 UTC,"22,4",85.0
31/01/2024,0500 UTC,"21,9",88.0
31/01/2024,0600 UTC,"21,3",92.0
31/01/2024,0700 UTC,"20,4",93.0
31/01/2024,0800 UTC,"20,1",93.0
31/01/2024,0900 UTC,"19,9",93.0
31/01/2024,1000 UTC,"20,7",91.0
31/01/2024,1100 UTC,"22,6",81.0
31/01/2024,1200 UTC,"24,6",74.0
31/01/2024,1300 UTC,"26,5",70.0
31/01/2024,1400 UTC,28,57.0
31/01/2024,1500 UTC,"28,9",55.0
31/01/2024,1600 UTC,"30,9",48.0
31/01/2024,1700 UTC,"31,7",47.0
31/01/2024,1800 UTC,"31,2",53.0
31/01/2024,1900 UTC,"25,8",71.0
31/01/2024,2000 UTC,"22,7",86.0
31/01/2024,2100 UTC,"20,1",85.0
31/01/2024,2200 UTC,"20,1",86.0
31/01/2024,2300 UTC,"20,4",87.0
01/02/2024,0000 UTC,"20,2",92.0
01/02/2024,0100 UTC,"19,6",92.0
01/02/2024,0200 UTC,"19,3",93.0
01/02/2024,0300 UTC,"19,1",92.0
01/02/2024,0400 UTC,"18,7",93.0
01/02/2024,0500 UTC,"18,6",91.0
01/02/2024,0600 UTC,"18,5",92.0
01/02/2024,0700 UTC,"18,1",93.0
01/02/2024,0800 UTC,"17,6",94.0
01/02/2024,0900 UTC,"17,6",94.0
01/02/2024,1000 UTC,"18,1",93.0
01/02/2024,1100 UTC,"20,6",83.0
01/02/2024,1200 UTC,"21,7",78.0
01/02/2024,1300 UTC,"24,4",73.0
01/02/2024,1400 UTC,"25,5",64.0
01/02/2024,1500 UTC,"26,7",58.0
01/02/2024,1600 UTC,"27,4",51.0
01/02/2024,1700 UTC,"28,9",48.0
01/02/2024,1800 UTC,"29,3",51.0
01/02/2024,1900 UTC,"29,4",64.0
01/02/2024,2000 UTC,"25,2",67.0
01/02/2024,2100 UTC,"24,8",72.0
01/02/2024,2200 UTC,"23,9",71.0
01/02/2024,2300 UTC,"23,2",76.0
02/02/2024,0000 UTC,"22,4",79.0
02/02/2024,0100 UTC,"21,4",80.0
02/02/2024,0200 UTC,"21,1",84.0
02/02/2024,0300 UTC,"20,4",84.0
02/02/2024,0400 UTC,"20,3",87.0
02/02/2024,0500 UTC,"20,1",89.0
02/02/2024,0600 UTC,"19,4",90.0
02/02/2024,0700 UTC,"19,5",89.0
02/02/2024,0800 UTC,"19,3",90.0
02/02/2024,0900 UTC,19,90.0
02/02/2024,1000 UTC,"20,1",88.0
02/02/2024,1100 UTC,"21,5",83.0
02/02/2024,1200 UTC,"22,2",80.0
02/02/2024,1300 UTC,23,77.0
02/02/2024,1400 UTC,24,71.0
02/02/2024,1500 UTC,"23,9",93.0
02/02/2024,1600 UTC,20,92.0
02/02/2024,1700 UTC,"20,5",91.0
02/02/2024,1800 UTC,"21,3",86.0
02/02/2024,1900 UTC,"21,7",85.0
02/02/2024,2000 UTC,"21,6",86.0
02/02/2024,2100 UTC,"21,9",82.0
02/02/2024,2200 UTC,"21,8",89.0
02/02/2024,2300 UTC,"20,9",91.0
03/02/2024,0000 UTC,"20,6",92.0
03/02/2024,0100 UTC,"20,1",93.0
03/02/2024,0200 UTC,20,93.0
03/02/2024,0300 UTC,"19,8",93.0
03/02/2024,0400 UTC,"20,1",93.0
03/02/2024,0500 UTC,"20,7",88.0
03/02/2024,0600 UTC,"20,4",93.0
03/02/2024,0700 UTC,"20,4",92.0
03/02/2024,0800 UTC,"20,5",91.0
03/02/2024,0900 UTC,"20,5",92.0
03/02/2024,1000 UTC,"20,7",92.0
03/02/2024,1100 UTC,22,87.0
03/02/2024,1200 UTC,23,81.0
03/02/2024,1300 UTC,"24,4",75.0
03/02/2024,1400 UTC,"25,9",71.0
03/02/2024,1500 UTC,"27,7",65.0
03/02/2024,1600 UTC,"28,2",63.0
03/02/2024,1700 UTC,"28,3",65.0
03/02/2024,1800 UTC,29,66.0
03/02/2024,1900 UTC,"28,5",63.0
03/02/2024,2000 UTC,"28,4",74.0
03/02/2024,2100 UTC,"22,5",86.0
03/02/2024,2200 UTC,"20,2",89.0
03/02/2024,2300 UTC,"20,1",88.0
04/02/2024,0000 UTC,20,91.0
04/02/2024,0100 UTC,"19,9",88.0
04/02/2024,0200 UTC,"20,1",86.0
04/02/2024,0300 UTC,"19,8",92.0
04/02/2024,0400 UTC,"19,4",92.0
04/02/2024,0500 UTC,"19,5",91.0
04/02/2024,0600 UTC,"19,5",92.0
04/02/2024,0700 UTC,"19,5",91.0
04/02/2024,0800 UTC,"19,5",90.0
04/02/2024,0900 UTC,"19,3",92.0
04/02/2024,1000 UTC,"19,8",89.0
04/02/2024,1100 UTC,"21,5",82.0
04/02/2024,1200 UTC,24,75.0
04/02/2024,1300 UTC,"25,3",74.0
04/02/2024,1400 UTC,27,69.0
04/02/2024,1500 UTC,"28,7",61.0
04/02/2024,1600 UTC,"30,1",55.0
04/02/2024,1700 UTC,"29,8",62.0
04/02/2024,1800 UTC,"25,2",91.0
04/02/2024,1900 UTC,"20,1",87.0
04/02/2024,2000 UTC,"20,4",86.0
04/02/2024,2100 UTC,"20,4",88.0
04/02/2024,2200 UTC,"20,2",90.0
04/02/2024,2300 UTC,"20,1",92.0
05/02/2024,0000 UTC,"19,6",91.0
05/02/2024,0100 UTC,"19,8",91.0
05/02/2024,0200 UTC,"19,6",93.0
05/02/2024,0300 UTC,"19,5",93.0
05/02/2024,0400 UTC,"19,4",93.0
05/02/2024,0500 UTC,"19,4",93.0
05/02/2024,0600 UTC,"19,3",93.0
05/02/2024,0700 UTC,"18,7",94.0
05/02/2024,0800 UTC,"18,5",94.0
05/02/2024,0900 UTC,"18,4",94.0
05/02/2024,1000 UTC,"18,8",94.0
05/02/2024,1100 UTC,"19,7",90.0
05/02/2024,1200 UTC,"21,1",83.0
05/02/2024,1300 UTC,"23,5",75.0
05/02/2024,1400 UTC,"25,9",67.0
05/02/2024,1500 UTC,"27,6",57.0
05/02/2024,1600 UTC,"29,4",48.0
05/02/2024,1700 UTC,"30,8",45.0
05/02/2024,1800 UTC,"31,4",48.0
05/02/2024,1900 UTC,"31,1",45.0
05/02/2024,2000 UTC,"30,9",41.0
05/02/2024,2100 UTC,"30,6",54.0
05/02/2024,2200 UTC,"28,3",65.0
05/02/2024,2300 UTC,"26,4",62.0
06/02/2024,0000 UTC,"25,1",70.0
06/02/2024,0100 UTC,"23,8",81.0
06/02/2024,0200 UTC,"23,1",78.0
06/02/2024,0300 UTC,"21,8",86.0
06/02/2024,0400 UTC,21,88.0
06/02/2024,0500 UTC,"20,3",89.0
06/02/2024,0600 UTC,"19,9",91.0
06/02/2024,0700 UTC,"19,5",89.0
06/02/2024,0800 UTC,"19,1",92.0
06/02/2024,0900 UTC,"18,7",92.0
06/02/2024,1000 UTC,"20,9",83.0
06/02/2024,1100 UTC,"22,5",79.0
06/02/2024,1200 UTC,"25,4",70.0
06/02/2024,1300 UTC,27,66.0
06/02/2024,1400 UTC,"28,6",62.0
06/02/2024,1500 UTC,"30,4",41.0
06/02/2024,1600 UTC,"31,4",44.0
06/02/2024,1700 UTC,"31,4",52.0
06/02/2024,1800 UTC,"30,4",56.0
06/02/2024,1900 UTC,"31,5",46.0
06/02/2024,2000 UTC,"30,9",46.0
06/02/2024,2100 UTC,"29,8",56.0
06/02/2024,2200 UTC,"27,6",66.0
06/02/2024,2300 UTC,"25,4",69.0
07/02/2024,0000 UTC,"24,2",69.0
07/02/2024,0100 UTC,"23,6",72.0
07/02/2024,0200 UTC,"22,8",84.0
07/02/2024,0300 UTC,"21,5",82.0
07/02/2024,0400 UTC,"21,1",85.0
07/02/2024,0500 UTC,"20,5",90.0
07/02/2024,0600 UTC,"19,9",91.0
07/02/2024,0700 UTC,"19,2",91.0
07/02/2024,0800 UTC,"19,2",92.0
07/02/2024,0900 UTC,"18,7",93.0
07/02/2024,1000 UTC,"19,9",90.0
07/02/2024,1100 UTC,"22,1",82.0
07/02/2024,1200 UTC,"24,3",74.0
07/02/2024,1300 UTC,"26,1",65.0
07/02/2024,1400 UTC,"28,1",54.0
07/02/2024,1500 UTC,"29,4",43.0
07/02/2024,1600 UTC,"30,9",38.0
07/02/2024,1700 UTC,"31,7",44.0
07/02/2024,1800 UTC,32,44.0
07/02/2024,1900 UTC,"32,3",48.0
07/02/2024,2000 UTC,31,56.0
07/02/2024,2100 UTC,29,61.0
07/02/2024,2200 UTC,"27,1",69.0
07/02/2024,2300 UTC,"25,1",70.0
08/02/2024,0000 UTC,"24,5",71.0
08/02/2024,0100 UTC,24,75.0
08/02/2024,0200 UTC,"23,5",81.0
08/02/2024,0300 UTC,"22,6",88.0
08/02/2024,0400 UTC,"21,2",91.0
08/02/2024,0500 UTC,"20,6",91.0
08/02/2024,0600 UTC,"20,1",93.0
08/02/2024,0700 UTC,"20,1",92.0
08/02/2024,0800 UTC,"19,7",93.0
08/02/2024,0900 UTC,"19,4",93.0
08/02/2024,1000 UTC,"20,8",90.0
08/02/2024,1100 UTC,"22,6",85.0
08/02/2024,1200 UTC,"25,4",74.0
08/02/2024,1300 UTC,"27,2",67.0
08/02/2024,1400 UTC,"28,7",61.0
08/02/2024,1500 UTC,"29,9",53.0
08/02/2024,1600 UTC,"31,3",44.0
08/02/2024,1700 UTC,"32,2",42.0
08/02/2024,1800 UTC,"32,9",38.0
08/02/2024,1900 UTC,"33,2",49.0
08/02/2024,2000 UTC,"31,5",54.0
08/02/2024,2100 UTC,"29,8",61.0
08/02/2024,2200 UTC,"27,9",64.0
08/02/2024,2300 UTC,"25,4",70.0
09/02/2024,0000 UTC,"24,7",72.0
09/02/2024,0100 UTC,"24,2",81.0
09/02/2024,0200 UTC,"23,3",82.0
09/02/2024,0300 UTC,"22,8",84.0
09/02/2024,0400 UTC,22,90.0
09/02/2024,0500 UTC,"22,2",83.0
09/02/2024,0600 UTC,"21,6",87.0
09/02/2024,0700 UTC,"20,7",90.0
09/02/2024,0800 UTC,"19,6",92.0
09/02/2024,0900 UTC,"19,4",93.0
09/02/2024,1000 UTC,"22,2",84.0
09/02/2024,1100 UTC,24,78.0
09/02/2024,1200 UTC,"25,9",68.0
09/02/2024,1300 UTC,"27,7",60.0
09/02/2024,1400 UTC,"29,1",56.0
09/02/2024,1500 UTC,"30,7",47.0
09/02/2024,1600 UTC,"32,1",46.0
09/02/2024,1700 UTC,33,44.0
09/02/2024,1800 UTC,"33,2",55.0
09/02/2024,1900 UTC,"31,9",55.0
09/02/2024,2000 UTC,"30,7",62.0
09/02/2024,2100 UTC,"28,2",66.0
09/02/2024,2200 UTC,"27,2",68.0
09/02/2024,2300 UTC,"26,7",73.0
10/02/2024,0000 UTC,"25,1",75.0
10/02/2024,0100 UTC,"24,6",83.0
10/02/2024,0200 UTC,"23,2",89.0
10/02/2024,0300 UTC,"22,4",89.0
10/02/2024,0400 UTC,"22,3",90.0
10/02/2024,0500 UTC,22,89.0
10/02/2024,0600 UTC,"21,6",89.0
10/02/2024,0700 UTC,"21,4",92.0
10/02/2024,0800 UTC,"20,3",93.0
10/02/2024,0900 UTC,"20,1",93.0
10/02/2024,1000 UTC,"21,8",88.0
10/02/2024,1100 UTC,"24,3",78.0
10/02/2024,1200 UTC,26,69.0
10/02/2024,1300 UTC,"27,4",61.0
10/02/2024,1400 UTC,"28,9",50.0
10/02/2024,1500 UTC,"29,7",49.0
10/02/2024,1600 UTC,"30,9",44.0
10/02/2024,1700 UTC,"31,9",37.0
10/02/2024,1800 UTC,32,36.0
10/02/2024,1900 UTC,"32,1",36.0
10/02/2024,2000 UTC,"32,1",38.0
10/02/2024,2100 UTC,"31,3",43.0
10/02/2024,2200 UTC,"29,5",51.0
10/02/2024,2300 UTC,"27,1",65.0
11/02/2024,0000 UTC,"25,2",71.0
11/02/2024,0100 UTC,"23,7",73.0
11/02/2024,0200 UTC,"23,1",74.0
11/02/2024,0300 UTC,"23,1",76.0
11/02/2024,0400 UTC,"22,2",86.0
11/02/2024,0500 UTC,"20,6",85.0
11/02/2024,0600 UTC,"20,4",89.0
11/02/2024,0700 UTC,20,90.0
11/02/2024,0800 UTC,20,91.0
11/02/2024,0900 UTC,"19,6",91.0
11/02/2024,1000 UTC,"21,8",84.0
11/02/2024,1100 UTC,"24,1",78.0
11/02/2024,1200 UTC,26,68.0
11/02/2024,1300 UTC,"27,7",60.0
11/02/2024,1400 UTC,"29,1",53.0
11/02/2024,1500 UTC,"30,4",50.0
11/02/2024,1600 UTC,"31,5",44.0
11/02/2024,1700 UTC,"32,3",40.0
11/02/2024,1800 UTC,33,39.0
11/02/2024,1900 UTC,"33,5",37.0
11/02/2024,2000 UTC,"33,2",39.0
11/02/2024,2100 UTC,"32,3",46.0
11/02/2024,2200 UTC,"31,3",56.0
11/02/2024,2300 UTC,"28,7",66.0
12/02/2024,0000 UTC,"26,9",69.0
12/02/2024,0100 UTC,"26,2",72.0
12/02/2024,0200 UTC,"26,1",73.0
12/02/2024,0300 UTC,"25,2",73.0
12/02/2024,0400 UTC,"24,6",78.0
12/02/2024,0500 UTC,"23,8",83.0
12/02/2024,0600 UTC,"23,3",87.0
12/02/2024,0700 UTC,"23,3",88.0
12/02/2024,0800 UTC,"22,8",88.0
12/02/2024,0900 UTC,"22,6",89.0
12/02/2024,1000 UTC,"22,9",87.0
12/02/2024,1100 UTC,"26,1",72.0
12/02/2024,1200 UTC,"27,6",61.0
12/02/2024,1300 UTC,"28,6",56.0
12/02/2024,1400 UTC,"30,3",53.0
12/02/2024,1500 UTC,"31,9",41.0
12/02/2024,1600 UTC,"33,2",38.0
12/02/2024,1700 UTC,"33,7",38.0
12/02/2024,1800 UTC,"33,4",40.0
12/02/2024,1900 UTC,"32,3",46.0
12/02/2024,2000 UTC,"31,8",62.0
12/02/2024,2100 UTC,"28,1",74.0
12/02/2024,2200 UTC,"25,8",71.0
12/02/2024,2300 UTC,"25,2",78.0
13/02/2024,0000 UTC,"23,8",86.0
13/02/2024,0100 UTC,"22,8",84.0
13/02/2024,0200 UTC,"22,8",83.0
13/02/2024,0300 UTC,"22,5",83.0
13/02/2024,0400 UTC,"22,3",85.0
13/02/2024,0500 UTC,22,87.0
13/02/2024,0600 UTC,"21,5",89.0
13/02/2024,0700 UTC,"21,1",90.0
13/02/2024,0800 UTC,"20,9",90.0
13/02/2024,0900 UTC,"20,9",90.0
13/02/2024,1000 UTC,"21,5",87.0
13/02/2024,1100 UTC,"23,4",80.0
13/02/2024,1200 UTC,"26,4",70.0
13/02/2024,1300 UTC,"29,1",58.0
13/02/2024,1400 UTC,"31,2",50.0
13/02/2024,1500 UTC,"33,1",41.0
13/02/2024,1600 UTC,"33,3",45.0
13/02/2024,1700 UTC,"34,5",47.0
13/02/2024,1800 UTC,"33,4",43.0
13/02/2024,1900 UTC,"32,3",51.0
13/02/2024,2000 UTC,"31,5",56.0
13/02/2024,2100 UTC,"28,2",59.0
13/02/2024,2200 UTC,"26,7",69.0
13/02/2024,2300 UTC,25,82.0
14/02/2024,0000 UTC,"23,9",75.0
14/02/2024,0100 UTC,"23,8",82.0
14/02/2024,0200 UTC,"22,9",83.0
14/02/2024,0300 UTC,"23,1",85.0
14/02/2024,0400 UTC,"23,5",77.0
14/02/2024,0500 UTC,"23,2",92.0
14/02/2024,0600 UTC,"21,5",93.0
14/02/2024,0700 UTC,"21,6",92.0
14/02/2024,0800 UTC,"21,7",91.0
14/02/2024,0900 UTC,"21,7",93.0
14/02/2024,1000 UTC,"21,6",92.0
14/02/2024,1100 UTC,"22,4",88.0
14/02/2024,1200 UTC,"23,8",80.0
14/02/2024,1300 UTC,"26,3",72.0
14/02/2024,1400 UTC,"27,4",65.0
14/02/2024,1500 UTC,"27,3",63.0
14/02/2024,1600 UTC,"28,4",60.0
14/02/2024,1700 UTC,28,69.0
14/02/2024,1800 UTC,"28,3",65.0
14/02/2024,1900 UTC,"28,3",74.0
14/02/2024,2000 UTC,"25,9",83.0
14/02/2024,2100 UTC,"24,3",81.0
14/02/2024,2200 UTC,"24,1",83.0
14/02/2024,2300 UTC,"23,7",88.0
15/02/2024,0000 UTC,"23,5",91.0
15/02/2024,0100 UTC,"22,9",93.0
15/02/2024,0200 UTC,"22,6",94.0
15/02/2024,0300 UTC,"22,6",93.0
15/02/2024,0400 UTC,"22,3",94.0
15/02/2024,0500 UTC,"21,5",93.0
15/02/2024,0600 UTC,"21,6",93.0
15/02/2024,0700 UTC,"21,6",93.0
15/02/2024,0800 UTC,"21,6",93.0
15/02/2024,0900 UTC,"21,4",93.0
15/02/2024,1000 UTC,"21,5",93.0
15/02/2024,1100 UTC,"21,8",92.0
15/02/2024,1200 UTC,"22,5",90.0
15/02/2024,1300 UTC,"22,8",89.0
15/02/2024,1400 UTC,"23,8",87.0
15/02/2024,1500 UTC,"24,1",90.0
15/02/2024,1600 UTC,"23,7",89.0
15/02/2024,1700 UTC,"25,5",74.0
15/02/2024,1800 UTC,"25,8",74.0
15/02/2024,1900 UTC,"26,2",76.0
15/02/2024,2000 UTC,25,73.0
15/02/2024,2100 UTC,"24,3",75.0
15/02/2024,2200 UTC,"23,5",78.0
15/02/2024,2300 UTC,"22,8",78.0
16/02/2024,0000 UTC,"22,4",80.0
16/02/2024,0100 UTC,"21,9",77.0
16/02/2024,0200 UTC,"21,5",80.0
16/02/2024,0300 UTC,"21,2",82.0
16/02/2024,0400 UTC,21,85.0
16/02/2024,0500 UTC,"20,5",89.0
16/02/2024,0600 UTC,20,91.0
16/02/2024,0700 UTC,"19,8",91.0
16/02/2024,0800 UTC,"19,6",91.0
16/02/2024,0900 UTC,"19,4",93.0
16/02/2024,1000 UTC,"20,6",88.0
16/02/2024,1100 UTC,"21,7",80.0
16/02/2024,1200 UTC,"23,4",72.0
16/02/2024,1300 UTC,"23,9",70.0
16/02/2024,1400 UTC,"25,1",69.0
16/02/2024,1500 UTC,"25,9",64.0
16/02/2024,1600 UTC,"26,2",64.0
16/02/2024,1700 UTC,"27,2",61.0
16/02/2024,1800 UTC,28,60.0
16/02/2024,1900 UTC,"27,7",61.0
16/02/2024,2000 UTC,"28,1",56.0
16/02/2024,2100 UTC,"27,4",67.0
16/02/2024,2200 UTC,"25,9",76.0
16/02/2024,2300 UTC,"23,3",79.0
17/02/2024,0000 UTC,"22,2",79.0
17/02/2024,0100 UTC,"21,9",80.0
17/02/2024,0200 UTC,"21,4",84.0
17/02/2024,0300 UTC,"21,4",85.0
17/02/2024,0400 UTC,"20,9",87.0
17/02/2024,0500 UTC,"20,7",88.0
17/02/2024,0600 UTC,"20,7",86.0
17/02/2024,0700 UTC,"20,7",86.0
17/02/2024,0800 UTC,"20,8",88.0
17/02/2024,0900 UTC,"20,7",88.0
17/02/2024,1000 UTC,"21,1",85.0
17/02/2024,1100 UTC,"22,1",81.0
17/02/2024,1200 UTC,"24,4",73.0
17/02/2024,1300 UTC,"25,1",69.0
17/02/2024,1400 UTC,27,62.0
17/02/2024,1500 UTC,"27,4",61.0
17/02/2024,1600 UTC,"29,2",56.0
17/02/2024,1700 UTC,30,63.0
17/02/2024,1800 UTC,29,65.0
17/02/2024,1900 UTC,"28,8",63.0
17/02/2024,2000 UTC,"28,2",84.0
17/02/2024,2100 UTC,24,77.0
17/02/2024,2200 UTC,"23,6",77.0
17/02/2024,2300 UTC,"22,6",82.0
18/02/2024,0000 UTC,"21,9",82.0
18/02/2024,0100 UTC,"21,6",88.0
18/02/2024,0200 UTC,21,89.0
18/02/2024,0300 UTC,"20,9",90.0
18/02/2024,0400 UTC,"20,6",90.0
18/02/2024,0500 UTC,"20,1",92.0
18/02/2024,0600 UTC,"19,9",93.0
18/02/2024,0700 UTC,"19,9",91.0
18/02/2024,0800 UTC,"19,7",93.0
18/02/2024,0900 UTC,"19,2",92.0
18/02/2024,1000 UTC,"21,1",87.0
18/02/2024,1100 UTC,"23,1",77.0
18/02/2024,1200 UTC,"25,2",71.0
18/02/2024,1300 UTC,"24,8",71.0
18/02/2024,1400 UTC,"25,9",69.0
18/02/2024,1500 UTC,"26,1",65.0
18/02/2024,1600 UTC,"28,2",58.0
18/02/2024,1700 UTC,"28,7",55.0
18/02/2024,1800 UTC,"28,8",58.0
18/02/2024,1900 UTC,28,64.0
18/02/2024,2000 UTC,"27,1",65.0
18/02/2024,2100 UTC,27,81.0
18/02/2024,2200 UTC,"20,9",86.0
18/02/2024,2300 UTC,"20,7",88.0
19/02/2024,0000 UTC,"20,3",88.0
19/02/2024,0100 UTC,"20,1",90.0
19/02/2024,0200 UTC,"20,3",90.0
19/02/2024,0300 UTC,"20,3",90.0
19/02/2024,0400 UTC,20,91.0
19/02/2024,0500 UTC,"19,6",92.0
19/02/2024,0600 UTC,"19,2",94.0
19/02/2024,0700 UTC,19,93.0
19/02/2024,0800 UTC,"18,8",94.0
19/02/2024,0900 UTC,19,93.0
19/02/2024,1000 UTC,"20,3",90.0
19/02/2024,1100 UTC,21,87.0
19/02/2024,1200 UTC,"23,9",76.0
19/02/2024,1300 UTC,"25,8",68.0
19/02/2024,1400 UTC,"26,8",62.0
19/02/2024,1500 UTC,"27,8",59.0
19/02/2024,1600 UTC,"29,3",51.0
19/02/2024,1700 UTC,"30,3",62.0
19/02/2024,1800 UTC,"29,4",54.0
19/02/2024,1900 UTC,"28,9",59.0
19/02/2024,2000 UTC,"28,5",56.0
19/02/2024,2100 UTC,"28,6",78.0
19/02/2024,2200 UTC,"24,4",83.0
19/02/2024,2300 UTC,"23,5",82.0
20/02/2024,0000 UTC,"23,6",86.0
20/02/2024,0100 UTC,"22,9",89.0
20/02/2024,0200 UTC,"21,8",90.0
20/02/2024,0300 UTC,"21,6",91.0
20/02/2024,0400 UTC,"21,8",91.0
20/02/2024,0500 UTC,"21,9",91.0
20/02/2024,0600 UTC,"21,9",91.0
20/02/2024,0700 UTC,"21,8",91.0
20/02/2024,0800 UTC,"21,6",91.0
20/02/2024,0900 UTC,"21,6",93.0
20/02/2024,1000 UTC,"21,9",90.0
20/02/2024,1100 UTC,"22,6",88.0
20/02/2024,1200 UTC,"24,4",78.0
20/02/2024,1300 UTC,"25,7",71.0
20/02/2024,1400 UTC,"26,9",68.0
20/02/2024,1500 UTC,"27,8",65.0
20/02/2024,1600 UTC,"28,5",64.0
20/02/2024,1700 UTC,"29,5",69.0
